/usr/bin/java  -classpath /Users/szhong/Code/MadFS/bench/ycsb-traces-large/ycsb-0.17.0/conf:/Users/szhong/Code/MadFS/bench/ycsb-traces-large/ycsb-0.17.0/lib/HdrHistogram-2.1.4.jar:/Users/szhong/Code/MadFS/bench/ycsb-traces-large/ycsb-0.17.0/lib/core-0.17.0.jar:/Users/szhong/Code/MadFS/bench/ycsb-traces-large/ycsb-0.17.0/lib/htrace-core4-4.1.0-incubating.jar:/Users/szhong/Code/MadFS/bench/ycsb-traces-large/ycsb-0.17.0/lib/jackson-core-asl-1.9.4.jar:/Users/szhong/Code/MadFS/bench/ycsb-traces-large/ycsb-0.17.0/lib/jackson-mapper-asl-1.9.4.jar site.ycsb.Client -t -db site.ycsb.BasicDB -P ycsb-0.17.0/workloads/workloade -p fieldcount=1 -p fieldlength=0
***************** properties *****************
"insertproportion"="0.05"
"fieldcount"="1"
"fieldlength"="0"
"scanlengthdistribution"="uniform"
"readproportion"="0"
"scanproportion"="0.95"
"maxscanlength"="100"
"readallfields"="true"
"dotransactions"="true"
"requestdistribution"="zipfian"
"workload"="site.ycsb.workloads.CoreWorkload"
"recordcount"="1000"
"updateproportion"="0"
"db"="site.ycsb.BasicDB"
"operationcount"="1000"
**********************************************
INSERT usertable user5952875239596136740 [ field0= ]
INSERT usertable user8863280749981852017 [ field0= ]
SCAN usertable user3579785673325141179 18 [ <all fields>]
SCAN usertable user286350352796226920 87 [ <all fields>]
SCAN usertable user5811541119780590140 92 [ <all fields>]
SCAN usertable user3942390873854848093 61 [ <all fields>]
SCAN usertable user3604678149740059045 49 [ <all fields>]
SCAN usertable user4520337721978710062 83 [ <all fields>]
SCAN usertable user3936243125517000951 38 [ <all fields>]
SCAN usertable user7224773948808805646 66 [ <all fields>]
SCAN usertable user3464245635730951458 30 [ <all fields>]
SCAN usertable user3926870761478465589 96 [ <all fields>]
SCAN usertable user7239392455378749137 65 [ <all fields>]
SCAN usertable user773649639740817034 13 [ <all fields>]
SCAN usertable user5952875239596136740 23 [ <all fields>]
SCAN usertable user421878369568224943 27 [ <all fields>]
SCAN usertable user5566279168457950973 95 [ <all fields>]
SCAN usertable user3333403800978221116 76 [ <all fields>]
SCAN usertable user5585583857047162145 80 [ <all fields>]
SCAN usertable user3339209904021769693 72 [ <all fields>]
SCAN usertable user6274507890822402836 100 [ <all fields>]
SCAN usertable user281664170776959239 25 [ <all fields>]
SCAN usertable user764837236214422120 64 [ <all fields>]
SCAN usertable user8054690457105294372 54 [ <all fields>]
SCAN usertable user8285552217075831931 56 [ <all fields>]
SCAN usertable user3106668262514810790 1 [ <all fields>]
SCAN usertable user8170012179481642210 58 [ <all fields>]
[OVERALL], RunTime(ms), 19
[OVERALL], Throughput(ops/sec), 52631.57894736842
[TOTAL_GCS_G1_Young_Generation], Count, 0
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.0
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 0.0
[CLEANUP], MinLatency(us), 0
[CLEANUP], MaxLatency(us), 0
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[INSERT], Operations, 49
[INSERT], AverageLatency(us), 17.93877551020408
[INSERT], MinLatency(us), 5
[INSERT], MaxLatency(us), 352
[INSERT], 95thPercentileLatency(us), 19
[INSERT], 99thPercentileLatency(us), 352
[INSERT], Return=OK, 49
[SCAN], Operations, 951
[SCAN], AverageLatency(us), 5.507886435331231
[SCAN], MinLatency(us), 2
[SCAN], MaxLatency(us), 140
[SCAN], 95thPercentileLatency(us), 11
[SCAN], 99thPercentileLatency(us), 16
[SCAN], Return=OK, 951
